"1","0000-00-00 00:00:00","0000-00-00 00:00:00","Bio Electronics","3","1","1"
"2","0000-00-00 00:00:00","0000-00-00 00:00:00","Electronics Design And Technology","3","1","1"
"3","0000-00-00 00:00:00","0000-00-00 00:00:00","Energy Technology","3","1","1"
"4","0000-00-00 00:00:00","0000-00-00 00:00:00","Food Engineering And Technology","3","1","1"
"5","0000-00-00 00:00:00","0000-00-00 00:00:00","Information Technology","3","1","1"
"6","0000-00-00 00:00:00","0000-00-00 00:00:00","Mechanical Engineering","3","1","1"
"7","0000-00-00 00:00:00","0000-00-00 00:00:00","Polymer Science And Technology","3","1","1"
"8","0000-00-00 00:00:00","2016-08-09 15:48:24","Civil Engineering","2","1","14"
"9","0000-00-00 00:00:00","2016-08-09 15:48:31","Computer Science And Engineering","2","1","10"
"10","0000-00-00 00:00:00","2016-08-09 15:48:37","Electronics And Communications Engineering","2","1","11"
"11","0000-00-00 00:00:00","2016-08-09 15:48:47","Mechanical Engineering","2","1","13"
"12","0000-00-00 00:00:00","2016-08-09 15:48:52","Electrical Engineering","2","1","12"
"13","0000-00-00 00:00:00","2016-08-09 15:42:08","Electronics & Communication Engg","2","1","11"
"14","0000-00-00 00:00:00","0000-00-00 00:00:00","Chemical Engineering","5","1","1"
"15","0000-00-00 00:00:00","0000-00-00 00:00:00","Civil Engineering","5","1","1"
"16","0000-00-00 00:00:00","0000-00-00 00:00:00","Electrical Engineering","5","1","1"
"17","0000-00-00 00:00:00","0000-00-00 00:00:00","Mechanical Engineering","5","1","1"
"18","0000-00-00 00:00:00","0000-00-00 00:00:00","Civil Engineering","3","1","1"
"19","0000-00-00 00:00:00","0000-00-00 00:00:00","Electrical Engineering","3","1","1"
"20","0000-00-00 00:00:00","2016-08-09 15:42:16","Chemical Engineering","2","1","15"
"21","0000-00-00 00:00:00","2016-08-09 15:42:23","Computer Science & Engineering","2","1","10"
"22","0000-00-00 00:00:00","2016-08-09 15:43:14","Electronics & Tele-Communication Engineering","2","1","11"
"23","0000-00-00 00:00:00","2016-08-09 15:43:24","Industrial And Production Engineering","2","1","13"
"24","0000-00-00 00:00:00","2016-08-09 15:43:30","Instrumentation Engineering","2","1","12"
"25","0000-00-00 00:00:00","2016-08-09 15:43:39","Electrical And Electronics Engineering","2","1","11"
"26","0000-00-00 00:00:00","0000-00-00 00:00:00","Computer Science And Engineering","3","1","1"
"27","0000-00-00 00:00:00","0000-00-00 00:00:00","Electronics And Communications Engineering","3","1","1"
"28","0000-00-00 00:00:00","0000-00-00 00:00:00","Instrumentation And Control Engineering","3","1","1"
"29","0000-00-00 00:00:00","2016-08-09 15:43:47","Applied Electronics And Instrumentation Engineering","2","1","11"
"30","0000-00-00 00:00:00","2016-08-09 15:43:52","Information Technology","2","1","10"
"31","0000-00-00 00:00:00","0000-00-00 00:00:00","Civil Engineering","1","1","1"
"32","0000-00-00 00:00:00","0000-00-00 00:00:00","Computer Engineering","1","1","1"
"33","0000-00-00 00:00:00","0000-00-00 00:00:00","Electrical Engineering","1","1","1"
"34","0000-00-00 00:00:00","0000-00-00 00:00:00","Mechanical Engineering","1","1","1"
"35","0000-00-00 00:00:00","2016-08-09 15:43:58","Food Processing Technology","2","1","15"
"36","0000-00-00 00:00:00","0000-00-00 00:00:00","Instrumentation & Control Engineering","3","1","1"
"37","0000-00-00 00:00:00","0000-00-00 00:00:00","Production And Industrial Engineering","3","1","1"
"38","0000-00-00 00:00:00","2016-08-09 15:44:03","Computer Sceince & Engineering","2","1","10"
"39","0000-00-00 00:00:00","0000-00-00 00:00:00","Electronics & Tele- Communication Engineering","1","1","1"
"40","0000-00-00 00:00:00","0000-00-00 00:00:00","Textile Chemistry","1","1","1"
"41","0000-00-00 00:00:00","0000-00-00 00:00:00","Handloom & Textile Technology","1","1","1"
"42","0000-00-00 00:00:00","2016-08-09 15:44:11","Civil Engineering(Construction Technology)","2","1","14"
"43","0000-00-00 00:00:00","0000-00-00 00:00:00","Animation And Multimedia Technology","1","1","1"
"44","0000-00-00 00:00:00","0000-00-00 00:00:00","Computer Science And Engineering","1","1","1"
"45","0000-00-00 00:00:00","0000-00-00 00:00:00","Construction Technology","1","1","1"
"46","0000-00-00 00:00:00","0000-00-00 00:00:00","Control And Instrumentation","1","1","1"
"47","0000-00-00 00:00:00","0000-00-00 00:00:00","Electronics & Communication Engg","1","1","1"
"48","0000-00-00 00:00:00","0000-00-00 00:00:00","Food Processing Technology","1","1","1"
"49","0000-00-00 00:00:00","0000-00-00 00:00:00","Architectural Assistantship","1","1","1"
"50","0000-00-00 00:00:00","0000-00-00 00:00:00","Civil Engineering & Planning","1","1","1"
"51","0000-00-00 00:00:00","0000-00-00 00:00:00","Modern Office Management","1","1","1"
"52","0000-00-00 00:00:00","2016-08-09 15:44:17","Agricultural Engineering","2","1","15"
